mode,cyc,inv7_A,A3,B1,a32o_X,Q,and4_X
Ik01_n1_@15_g—,25,1,1,1,0,0,0
Ik01_n1_@15_g—,26,1,1,1,0,0,0
Ik01_n1_@15_g—,27,1,1,1,0,0,0
Ik01_n1_@15_g—,28,1,1,1,0,0,0
Ik01_n1_@15_g—,29,1,1,1,0,0,0
Ik01_n1_@15_g—,30,1,1,1,0,0,0
Ik01_n1_@15_g—,31,1,1,1,0,0,0
Ik01_n1_@15_g—,32,1,1,1,0,0,0
Ik01_n1_@15_g—,33,1,1,1,0,0,0
Ik01_n1_@15_g—,34,1,1,1,0,0,0
Ik01_n1_@15_g—,35,1,1,1,0,0,0
Ik01_n1_@15_g—,36,1,1,1,0,0,0
Ik01_n1_@15_g—,37,1,1,1,0,0,0
Ik01_n1_@15_g—,38,1,1,1,0,0,0
Ik01_n1_@15_g—,39,1,1,1,0,0,0
Ik01_n1_@15_g—,40,1,1,1,0,0,0
Ik01_n1_@15_g—,41,1,1,1,0,0,0
Ik01_n1_@15_g—,42,1,1,1,0,0,0
Ik01_n1_@15_g—,43,1,1,1,0,0,0
Ik01_n1_@15_g—,44,1,1,1,0,0,0
Ik01_n1_@15_g—,45,1,1,1,0,0,0
Ik01_n1_@15_g—,46,1,1,1,0,0,0
Ik01_n1_@15_g—,47,1,1,1,0,0,0
Ik01_n1_@15_g—,48,1,1,1,0,0,0
Ik01_n1_@15_g—,49,1,1,1,0,0,0
Ik01_n1_@15_g—,50,1,1,1,0,0,0
Ik01_n1_@15_g—,51,1,1,1,0,0,0
Ik01_n1_@15_g—,52,1,1,1,0,0,0
Ik01_n1_@15_g—,53,1,1,1,0,0,0
Ik01_n1_@15_g—,54,1,1,1,0,0,0
Ik01_n1_@15_g—,55,1,1,1,0,0,0
Ik01_n1_@15_g—,56,1,1,1,0,0,0
Ik01_n1_@15_g—,57,1,1,1,0,0,0
Ik01_n1_@15_g—,58,1,1,1,0,0,0
Ik01_n1_@15_g—,59,1,1,1,0,0,0
Ik01_n1_@15_g—,60,1,1,1,0,0,0
Ik01_n1_@15_g—,61,1,1,1,0,0,0
Ik01_n1_@15_g—,62,1,1,1,0,0,0
Ik01_n1_@15_g—,63,1,1,1,0,0,0
Ik01_n1_@15_g—,64,1,1,1,0,0,0
Ik01_n1_@15_g—,65,1,1,1,0,0,0
Ik01_n1_@15_g—,66,1,1,1,0,0,0
Ik01_n1_@15_g—,67,1,1,1,0,0,0
Ik01_n1_@15_g—,68,1,1,1,0,0,0
Ik01_n1_@15_g—,69,1,1,1,0,0,0
Ik01_n1_@15_g—,70,1,1,1,0,0,0
Ik01_n1_@15_g—,71,1,1,1,0,0,0
Ik01_n1_@15_g—,72,1,1,1,0,0,0
Ik01_n1_@15_g—,73,1,1,1,0,0,0
Ik01_n1_@15_g—,74,1,1,1,0,0,0
Ik01_n1_@15_g—,75,1,1,1,0,0,0
Ik01_n1_@15_g—,76,1,1,1,0,0,0
Ik01_n1_@15_g—,77,1,1,1,0,0,0
Ik01_n1_@15_g—,78,1,1,1,0,0,0
Ik01_n1_@15_g—,79,1,1,1,0,0,0
Ik01_n1_@15_g—,80,1,1,1,0,0,0
Ik01_n1_@15_g—,81,1,1,1,0,0,0
Ik01_n1_@15_g—,82,1,1,1,0,0,0
Ik01_n1_@15_g—,83,1,1,1,0,0,0
Ik01_n1_@15_g—,84,1,1,1,0,0,0
Ik01_n1_@15_g—,85,1,1,1,0,0,0
Ik01_n1_@15_g—,86,1,1,1,0,0,0
Ik01_n1_@15_g—,87,1,1,1,0,0,0
Ik01_n1_@15_g—,88,1,1,1,0,0,0
Ik01_n1_@15_g—,89,1,1,1,0,0,0
Ik01_n1_@15_g—,90,1,1,1,0,0,0
Ik01_n1_@15_g—,91,1,1,1,0,0,0
Ik01_n1_@15_g—,92,1,1,1,0,0,0
Ik01_n1_@15_g—,93,1,1,1,0,0,0
Ik01_n1_@15_g—,94,1,1,1,0,0,0
Ik01_n1_@15_g—,95,1,1,1,0,0,0
Ik01_n1_@15_g—,96,1,1,1,0,0,0
Ik01_n1_@15_g—,97,1,1,1,0,0,0
Ik01_n1_@15_g—,98,1,1,1,0,0,0
Ik01_n1_@15_g—,99,1,1,1,0,0,0
Ik01_n1_@15_g—,100,1,1,1,0,0,0
Ik01_n1_@15_g—,101,1,1,1,0,0,0
Ik01_n1_@15_g—,102,1,1,1,0,0,0
Ik01_n1_@15_g—,103,1,1,1,0,0,0
Ik01_n1_@15_g—,104,1,1,1,0,0,0
Ik01_n1_@15_g—,105,1,1,1,0,0,0
Ik01_n1_@15_g—,106,1,1,1,0,0,0
Ik01_n1_@15_g—,107,1,1,1,0,0,0
Ik01_n1_@15_g—,108,1,1,1,0,0,0
Ik01_n1_@15_g—,109,1,1,1,0,0,0
Ik01_n1_@15_g—,110,1,1,1,0,0,0
Ik01_n1_@15_g—,111,1,1,1,0,0,0
Ik01_n1_@15_g—,112,1,1,1,0,0,0
Ik01_n1_@15_g—,113,1,1,1,0,0,0
Ik01_n1_@15_g—,114,1,1,1,0,0,0
Ik01_n1_@15_g—,115,1,1,1,0,0,0
Ik01_n1_@15_g—,116,1,1,1,0,0,0
Ik01_n1_@15_g—,117,1,1,1,0,0,0
Ik01_n1_@15_g—,118,1,1,1,0,0,0
Ik01_n1_@15_g—,119,1,1,1,0,0,0
Ik01_n1_@15_g—,120,1,1,1,0,0,0
"Ik02_n2_@25,32_g7",0,1,0,1,0,0,0
"Ik02_n2_@25,32_g7",1,1,0,1,0,0,0
"Ik02_n2_@25,32_g7",2,1,0,1,0,0,0
"Ik02_n2_@25,32_g7",3,1,0,1,0,0,0
"Ik02_n2_@25,32_g7",4,1,0,1,0,0,0
"Ik02_n2_@25,32_g7",5,1,0,1,0,0,0
"Ik02_n2_@25,32_g7",6,1,0,1,0,0,0
"Ik02_n2_@25,32_g7",7,1,0,1,0,0,0
"Ik02_n2_@25,32_g7",8,1,0,1,0,0,0
"Ik02_n2_@25,32_g7",9,1,0,1,0,0,0
"Ik02_n2_@25,32_g7",10,1,0,1,0,0,0
"Ik02_n2_@25,32_g7",11,1,0,1,0,0,0
"Ik02_n2_@25,32_g7",12,1,0,1,0,0,0
"Ik02_n2_@25,32_g7",13,1,0,1,0,0,0
"Ik02_n2_@25,32_g7",14,1,0,1,0,0,0
"Ik02_n2_@25,32_g7",15,1,0,1,0,0,0
"Ik02_n2_@25,32_g7",16,1,0,1,0,0,0
"Ik02_n2_@25,32_g7",17,1,0,1,0,0,0
"Ik02_n2_@25,32_g7",18,1,0,1,0,0,0
"Ik02_n2_@25,32_g7",19,1,0,1,0,0,0
"Ik02_n2_@25,32_g7",20,1,0,1,0,0,0
"Ik02_n2_@25,32_g7",21,1,0,1,0,0,0
"Ik02_n2_@25,32_g7",22,1,0,1,0,0,0
"Ik02_n2_@25,32_g7",23,1,0,1,0,0,0
"Ik02_n2_@25,32_g7",24,1,0,1,0,0,0
"Ik02_n2_@25,32_g7",25,1,0,1,0,0,0
"Ik02_n2_@25,32_g7",26,1,1,1,0,0,0
"Ik02_n2_@25,32_g7",27,1,1,1,0,0,0
"Ik02_n2_@25,32_g7",28,1,1,1,0,0,0
"Ik02_n2_@25,32_g7",29,1,1,1,0,0,0
"Ik02_n2_@25,32_g7",30,1,1,1,0,0,0
"Ik02_n2_@25,32_g7",31,1,1,1,0,0,0
"Ik02_n2_@25,32_g7",32,1,1,0,1,0,0
"Ik02_n2_@25,32_g7",33,1,0,1,1,1,0
"Ik02_n2_@25,32_g7",34,1,0,1,1,1,0
"Ik02_n2_@25,32_g7",35,1,0,1,1,1,0
"Ik02_n2_@25,32_g7",36,1,0,1,1,1,0
"Ik02_n2_@25,32_g7",37,1,0,1,1,1,0
"Ik02_n2_@25,32_g7",38,1,0,1,1,1,0
"Ik02_n2_@25,32_g7",39,1,0,1,1,1,0
"Ik02_n2_@25,32_g7",40,1,0,1,1,1,0
"Ik02_n2_@25,32_g7",41,1,0,1,1,1,0
"Ik02_n2_@25,32_g7",42,1,0,1,1,1,0
"Ik02_n2_@25,32_g7",43,1,0,1,1,1,0
"Ik02_n2_@25,32_g7",44,1,0,1,1,1,0
"Ik02_n2_@25,32_g7",45,1,0,1,1,1,0
"Ik02_n2_@25,32_g7",46,1,0,1,1,1,0
"Ik02_n2_@25,32_g7",47,1,0,1,1,1,0
"Ik02_n2_@25,32_g7",48,1,0,1,1,1,0
"Ik02_n2_@25,32_g7",49,1,0,1,1,1,0
"Ik02_n2_@25,32_g7",50,1,0,1,1,1,0
"Ik02_n2_@25,32_g7",51,1,0,1,1,1,0
"Ik02_n2_@25,32_g7",52,1,0,1,1,1,0
"Ik02_n2_@25,32_g7",53,1,0,1,1,1,0
"Ik02_n2_@25,32_g7",54,1,0,1,1,1,0
"Ik02_n2_@25,32_g7",55,1,0,1,1,1,0
"Ik02_n2_@25,32_g7",56,1,0,1,1,1,0
"Ik02_n2_@25,32_g7",57,1,0,1,1,1,0
"Ik02_n2_@25,32_g7",58,1,0,1,1,1,0
"Ik02_n2_@25,32_g7",59,1,0,1,1,1,0
"Ik02_n2_@25,32_g7",60,1,0,1,1,1,0
"Ik02_n2_@25,32_g7",61,1,0,1,1,1,0
"Ik02_n2_@25,32_g7",62,1,0,1,1,1,0
"Ik02_n2_@25,32_g7",63,1,0,1,1,1,0
"Ik02_n2_@25,32_g7",64,1,0,1,1,1,0
"Ik02_n2_@25,32_g7",65,1,0,1,1,1,0
"Ik02_n2_@25,32_g7",66,1,0,1,1,1,0
"Ik02_n2_@25,32_g7",67,1,0,1,1,1,0
"Ik02_n2_@25,32_g7",68,1,0,1,1,1,0
"Ik02_n2_@25,32_g7",69,1,0,1,1,1,0
"Ik02_n2_@25,32_g7",70,1,0,1,1,1,0
"Ik02_n2_@25,32_g7",71,1,0,1,1,1,0
"Ik02_n2_@25,32_g7",72,1,0,1,1,1,0
"Ik02_n2_@25,32_g7",73,1,0,1,1,1,0
"Ik02_n2_@25,32_g7",74,1,0,1,1,1,0
"Ik02_n2_@25,32_g7",75,1,0,1,1,1,0
"Ik02_n2_@25,32_g7",76,1,0,1,1,1,0
"Ik02_n2_@25,32_g7",77,1,0,1,1,1,0
"Ik02_n2_@25,32_g7",78,1,0,1,1,1,0
"Ik02_n2_@25,32_g7",79,1,0,1,1,1,0
"Ik02_n2_@25,32_g7",80,1,0,1,1,1,0
"Ik02_n2_@25,32_g7",81,1,0,1,1,1,0
"Ik02_n2_@25,32_g7",82,1,0,1,1,1,0
"Ik02_n2_@25,32_g7",83,1,0,1,1,1,0
"Ik02_n2_@25,32_g7",84,1,0,1,1,1,0
"Ik02_n2_@25,32_g7",85,1,0,1,1,1,0
"Ik02_n2_@25,32_g7",86,1,0,1,1,1,0
"Ik02_n2_@25,32_g7",87,1,0,1,1,1,0
"Ik02_n2_@25,32_g7",88,1,0,1,1,1,0
"Ik02_n2_@25,32_g7",89,1,0,1,1,1,0
"Ik02_n2_@25,32_g7",90,1,0,1,1,1,0
"Ik02_n2_@25,32_g7",91,1,0,1,1,1,0
"Ik02_n2_@25,32_g7",92,1,0,1,1,1,0
"Ik02_n2_@25,32_g7",93,1,0,1,1,1,0
"Ik02_n2_@25,32_g7",94,1,0,1,1,1,0
"Ik02_n2_@25,32_g7",95,1,0,1,1,1,0
"Ik02_n2_@25,32_g7",96,1,0,1,1,1,0
"Ik02_n2_@25,32_g7",97,1,0,1,1,1,0
"Ik02_n2_@25,32_g7",98,1,0,1,1,1,0
"Ik02_n2_@25,32_g7",99,1,0,1,1,1,0
"Ik02_n2_@25,32_g7",100,1,0,1,1,1,0
"Ik02_n2_@25,32_g7",101,1,0,1,1,1,0
"Ik02_n2_@25,32_g7",102,1,0,1,1,1,0
"Ik02_n2_@25,32_g7",103,1,0,1,1,1,0
"Ik02_n2_@25,32_g7",104,1,0,1,1,1,0
"Ik02_n2_@25,32_g7",105,1,0,1,1,1,0
"Ik02_n2_@25,32_g7",106,1,0,1,1,1,0
"Ik02_n2_@25,32_g7",107,1,0,1,1,1,0
"Ik02_n2_@25,32_g7",108,1,0,1,1,1,0
"Ik02_n2_@25,32_g7",109,1,0,1,1,1,0
"Ik02_n2_@25,32_g7",110,1,0,1,1,1,0
"Ik02_n2_@25,32_g7",111,1,0,1,1,1,0
"Ik02_n2_@25,32_g7",112,1,0,1,1,1,0
"Ik02_n2_@25,32_g7",113,1,0,1,1,1,0
"Ik02_n2_@25,32_g7",114,1,0,1,1,1,0
"Ik02_n2_@25,32_g7",115,1,0,1,1,1,0
"Ik02_n2_@25,32_g7",116,1,0,1,1,1,0
"Ik02_n2_@25,32_g7",117,1,0,1,1,1,0
"Ik02_n2_@25,32_g7",118,1,0,1,1,1,0
"Ik02_n2_@25,32_g7",119,1,0,1,1,1,0
"Ik02_n2_@25,32_g7",120,1,0,1,1,1,0
"Ik03_n3_@35,44,48_g9,4",0,1,0,1,0,0,0
"Ik03_n3_@35,44,48_g9,4",1,1,0,1,0,0,0
"Ik03_n3_@35,44,48_g9,4",2,1,0,1,0,0,0
"Ik03_n3_@35,44,48_g9,4",3,1,0,1,0,0,0
"Ik03_n3_@35,44,48_g9,4",4,1,0,1,0,0,0
"Ik03_n3_@35,44,48_g9,4",5,1,0,1,0,0,0
"Ik03_n3_@35,44,48_g9,4",6,1,0,1,0,0,0
"Ik03_n3_@35,44,48_g9,4",7,1,0,1,0,0,0
"Ik03_n3_@35,44,48_g9,4",8,1,0,1,0,0,0
"Ik03_n3_@35,44,48_g9,4",9,1,0,1,0,0,0
"Ik03_n3_@35,44,48_g9,4",10,1,0,1,0,0,0
"Ik03_n3_@35,44,48_g9,4",11,1,0,1,0,0,0
"Ik03_n3_@35,44,48_g9,4",12,1,0,1,0,0,0
"Ik03_n3_@35,44,48_g9,4",13,1,0,1,0,0,0
"Ik03_n3_@35,44,48_g9,4",14,1,0,1,0,0,0
"Ik03_n3_@35,44,48_g9,4",15,1,0,1,0,0,0
"Ik03_n3_@35,44,48_g9,4",16,1,0,1,0,0,0
"Ik03_n3_@35,44,48_g9,4",17,1,0,1,0,0,0
"Ik03_n3_@35,44,48_g9,4",18,1,0,1,0,0,0
"Ik03_n3_@35,44,48_g9,4",19,1,0,1,0,0,0
"Ik03_n3_@35,44,48_g9,4",20,1,0,1,0,0,0
"Ik03_n3_@35,44,48_g9,4",21,1,0,1,0,0,0
"Ik03_n3_@35,44,48_g9,4",22,1,0,1,0,0,0
"Ik03_n3_@35,44,48_g9,4",23,1,0,1,0,0,0
"Ik03_n3_@35,44,48_g9,4",24,1,0,1,0,0,0
"Ik03_n3_@35,44,48_g9,4",25,1,0,1,0,0,0
"Ik03_n3_@35,44,48_g9,4",26,1,0,1,0,0,0
"Ik03_n3_@35,44,48_g9,4",27,1,0,1,0,0,0
"Ik03_n3_@35,44,48_g9,4",28,1,0,1,0,0,0
"Ik03_n3_@35,44,48_g9,4",29,1,0,1,0,0,0
"Ik03_n3_@35,44,48_g9,4",30,1,0,1,0,0,0
"Ik03_n3_@35,44,48_g9,4",31,1,0,1,0,0,0
"Ik03_n3_@35,44,48_g9,4",32,1,0,1,0,0,0
"Ik03_n3_@35,44,48_g9,4",33,1,0,1,0,0,0
"Ik03_n3_@35,44,48_g9,4",34,1,0,1,0,0,0
"Ik03_n3_@35,44,48_g9,4",35,1,0,1,0,0,0
"Ik03_n3_@35,44,48_g9,4",36,1,1,1,0,0,0
"Ik03_n3_@35,44,48_g9,4",37,1,1,1,0,0,0
"Ik03_n3_@35,44,48_g9,4",38,1,1,1,0,0,0
"Ik03_n3_@35,44,48_g9,4",39,1,1,1,0,0,0
"Ik03_n3_@35,44,48_g9,4",40,1,1,1,0,0,0
"Ik03_n3_@35,44,48_g9,4",41,1,1,1,0,0,0
"Ik03_n3_@35,44,48_g9,4",42,1,1,1,0,0,0
"Ik03_n3_@35,44,48_g9,4",43,1,1,1,0,0,0
"Ik03_n3_@35,44,48_g9,4",44,1,1,0,1,0,0
"Ik03_n3_@35,44,48_g9,4",45,1,0,1,1,1,0
"Ik03_n3_@35,44,48_g9,4",46,1,0,1,1,1,0
"Ik03_n3_@35,44,48_g9,4",47,1,0,1,1,1,0
"Ik03_n3_@35,44,48_g9,4",48,1,0,1,1,1,0
"Ik03_n3_@35,44,48_g9,4",49,1,0,1,1,1,0
"Ik03_n3_@35,44,48_g9,4",50,1,0,1,1,1,0
"Ik03_n3_@35,44,48_g9,4",51,1,0,1,1,1,0
"Ik03_n3_@35,44,48_g9,4",52,1,0,1,1,1,0
"Ik03_n3_@35,44,48_g9,4",53,1,0,1,1,1,0
"Ik03_n3_@35,44,48_g9,4",54,1,0,1,1,1,0
"Ik03_n3_@35,44,48_g9,4",55,1,0,1,1,1,0
"Ik03_n3_@35,44,48_g9,4",56,1,0,1,1,1,0
"Ik03_n3_@35,44,48_g9,4",57,1,0,1,1,1,0
"Ik03_n3_@35,44,48_g9,4",58,1,0,1,1,1,0
"Ik03_n3_@35,44,48_g9,4",59,1,0,1,1,1,0
"Ik03_n3_@35,44,48_g9,4",60,1,0,1,1,1,0
"Ik03_n3_@35,44,48_g9,4",61,1,0,1,1,1,0
"Ik03_n3_@35,44,48_g9,4",62,1,0,1,1,1,0
"Ik03_n3_@35,44,48_g9,4",63,1,0,1,1,1,0
"Ik03_n3_@35,44,48_g9,4",64,1,0,1,1,1,0
"Ik03_n3_@35,44,48_g9,4",65,1,0,1,1,1,0
"Ik03_n3_@35,44,48_g9,4",66,1,0,1,1,1,0
"Ik03_n3_@35,44,48_g9,4",67,1,0,1,1,1,0
"Ik03_n3_@35,44,48_g9,4",68,1,0,1,1,1,0
"Ik03_n3_@35,44,48_g9,4",69,1,0,1,1,1,0
"Ik03_n3_@35,44,48_g9,4",70,1,0,1,1,1,0
"Ik03_n3_@35,44,48_g9,4",71,1,0,1,1,1,0
"Ik03_n3_@35,44,48_g9,4",72,1,0,1,1,1,0
"Ik03_n3_@35,44,48_g9,4",73,1,0,1,1,1,0
"Ik03_n3_@35,44,48_g9,4",74,1,0,1,1,1,0
"Ik03_n3_@35,44,48_g9,4",75,1,0,1,1,1,0
"Ik03_n3_@35,44,48_g9,4",76,1,0,1,1,1,0
"Ik03_n3_@35,44,48_g9,4",77,1,0,1,1,1,0
"Ik03_n3_@35,44,48_g9,4",78,1,0,1,1,1,0
"Ik03_n3_@35,44,48_g9,4",79,1,0,1,1,1,0
"Ik03_n3_@35,44,48_g9,4",80,1,0,1,1,1,0
"Ik03_n3_@35,44,48_g9,4",81,1,0,1,1,1,0
"Ik03_n3_@35,44,48_g9,4",82,1,0,1,1,1,0
"Ik03_n3_@35,44,48_g9,4",83,1,0,1,1,1,0
"Ik03_n3_@35,44,48_g9,4",84,1,0,1,1,1,0
"Ik03_n3_@35,44,48_g9,4",85,1,0,1,1,1,0
"Ik03_n3_@35,44,48_g9,4",86,1,0,1,1,1,0
"Ik03_n3_@35,44,48_g9,4",87,1,0,1,1,1,0
"Ik03_n3_@35,44,48_g9,4",88,1,0,1,1,1,0
"Ik03_n3_@35,44,48_g9,4",89,1,0,1,1,1,0
"Ik03_n3_@35,44,48_g9,4",90,1,0,1,1,1,0
"Ik03_n3_@35,44,48_g9,4",91,1,0,1,1,1,0
"Ik03_n3_@35,44,48_g9,4",92,1,0,1,1,1,0
"Ik03_n3_@35,44,48_g9,4",93,1,0,1,1,1,0
"Ik03_n3_@35,44,48_g9,4",94,1,0,1,1,1,0
"Ik03_n3_@35,44,48_g9,4",95,1,0,1,1,1,0
"Ik03_n3_@35,44,48_g9,4",96,1,0,1,1,1,0
"Ik03_n3_@35,44,48_g9,4",97,1,0,1,1,1,0
"Ik03_n3_@35,44,48_g9,4",98,1,0,1,1,1,0
"Ik03_n3_@35,44,48_g9,4",99,1,0,1,1,1,0
"Ik03_n3_@35,44,48_g9,4",100,1,0,1,1,1,0
"Ik03_n3_@35,44,48_g9,4",101,1,0,1,1,1,0
"Ik03_n3_@35,44,48_g9,4",102,1,0,1,1,1,0
"Ik03_n3_@35,44,48_g9,4",103,1,0,1,1,1,0
"Ik03_n3_@35,44,48_g9,4",104,1,0,1,1,1,0
"Ik03_n3_@35,44,48_g9,4",105,1,0,1,1,1,0
"Ik03_n3_@35,44,48_g9,4",106,1,0,1,1,1,0
"Ik03_n3_@35,44,48_g9,4",107,1,0,1,1,1,0
"Ik03_n3_@35,44,48_g9,4",108,1,0,1,1,1,0
"Ik03_n3_@35,44,48_g9,4",109,1,0,1,1,1,0
"Ik03_n3_@35,44,48_g9,4",110,1,0,1,1,1,0
"Ik03_n3_@35,44,48_g9,4",111,1,0,1,1,1,0
"Ik03_n3_@35,44,48_g9,4",112,1,0,1,1,1,0
"Ik03_n3_@35,44,48_g9,4",113,1,0,1,1,1,0
"Ik03_n3_@35,44,48_g9,4",114,1,0,1,1,1,0
"Ik03_n3_@35,44,48_g9,4",115,1,0,1,1,1,0
"Ik03_n3_@35,44,48_g9,4",116,1,0,1,1,1,0
"Ik03_n3_@35,44,48_g9,4",117,1,0,1,1,1,0
"Ik03_n3_@35,44,48_g9,4",118,1,0,1,1,1,0
"Ik03_n3_@35,44,48_g9,4",119,1,0,1,1,1,0
"Ik03_n3_@35,44,48_g9,4",120,1,0,1,1,1,0
"Ik04_n4_@1,6,17,23_g5,11,6",0,1,0,1,0,0,0
"Ik04_n4_@1,6,17,23_g5,11,6",1,1,0,1,0,0,0
"Ik04_n4_@1,6,17,23_g5,11,6",2,1,1,1,0,0,0
"Ik04_n4_@1,6,17,23_g5,11,6",3,1,1,1,0,0,0
"Ik04_n4_@1,6,17,23_g5,11,6",4,1,1,1,0,0,0
"Ik04_n4_@1,6,17,23_g5,11,6",5,1,1,1,0,0,0
"Ik04_n4_@1,6,17,23_g5,11,6",6,1,1,0,1,0,0
"Ik04_n4_@1,6,17,23_g5,11,6",7,1,0,1,1,1,0
"Ik04_n4_@1,6,17,23_g5,11,6",8,1,0,1,1,1,0
"Ik04_n4_@1,6,17,23_g5,11,6",9,1,0,1,1,1,0
"Ik04_n4_@1,6,17,23_g5,11,6",10,1,0,1,1,1,0
"Ik04_n4_@1,6,17,23_g5,11,6",11,1,0,1,1,1,0
