mode,cyc,inv7_A,inv7_Y,inv9_A,inv9_Y,A1,A2,B1,o211a_X,a22o_X
"I2_d01_@75,76",33,1,0,0,1,0,1,0,0,0
"I2_d01_@75,76",34,1,0,0,1,0,1,0,0,0
"I2_d01_@75,76",35,1,0,0,1,0,1,0,0,0
"I2_d01_@75,76",36,1,0,0,1,0,1,0,0,0
"I2_d01_@75,76",37,1,0,0,1,0,1,0,0,0
"I2_d01_@75,76",38,1,0,0,1,0,1,0,0,0
"I2_d01_@75,76",39,1,0,0,1,0,1,0,0,0
"I2_d01_@75,76",40,1,0,0,1,0,1,0,0,0
"I2_d01_@75,76",41,1,0,0,1,0,1,0,0,0
"I2_d01_@75,76",42,1,0,0,1,0,1,0,0,0
"I2_d01_@75,76",43,1,0,1,0,0,1,0,0,0
"I2_d01_@75,76",44,1,0,0,1,0,1,0,0,0
"I2_d01_@75,76",45,1,0,0,1,0,1,0,0,0
"I2_d01_@75,76",46,1,0,0,1,0,1,0,0,0
"I2_d01_@75,76",47,1,0,0,1,0,1,0,0,0
"I2_d01_@75,76",48,1,0,0,1,0,1,0,0,0
"I2_d01_@75,76",49,1,0,0,1,0,1,0,0,0
"I2_d01_@75,76",50,1,0,0,1,0,1,0,0,0
"I2_d01_@75,76",51,1,0,0,1,0,1,0,0,0
"I2_d01_@75,76",52,1,0,0,1,0,1,0,0,0
"I2_d01_@75,76",53,1,0,0,1,0,1,0,0,0
"I2_d01_@75,76",54,1,0,1,0,0,1,0,0,0
"I2_d01_@75,76",55,1,0,0,1,0,1,0,0,0
"I2_d01_@75,76",56,1,0,0,1,0,1,0,0,0
"I2_d01_@75,76",57,1,0,0,1,0,1,0,0,0
"I2_d01_@75,76",58,1,0,0,1,0,1,0,0,0
"I2_d01_@75,76",59,1,0,0,1,0,1,0,0,0
"I2_d01_@75,76",60,1,0,0,1,0,1,0,0,0
"I2_d01_@75,76",61,1,0,0,1,0,1,0,0,0
"I2_d01_@75,76",62,1,0,0,1,0,1,0,0,0
"I2_d01_@75,76",63,1,0,0,1,0,1,0,0,0
"I2_d01_@75,76",64,1,0,0,1,0,1,0,0,0
"I2_d01_@75,76",65,1,0,1,0,0,1,0,0,0
"I2_d01_@75,76",66,1,0,0,1,0,1,0,0,0
"I2_d01_@75,76",67,1,0,0,1,0,1,0,0,0
"I2_d01_@75,76",68,1,0,0,1,0,1,0,0,0
"I2_d01_@75,76",69,1,0,0,1,0,1,0,0,0
"I2_d01_@75,76",70,1,0,0,1,0,1,0,0,0
"I2_d01_@75,76",71,1,0,0,1,0,1,0,0,0
"I2_d01_@75,76",72,1,0,0,1,0,1,0,0,0
"I2_d01_@75,76",73,1,0,0,1,0,1,0,0,0
"I2_d01_@75,76",74,1,0,0,1,0,1,0,0,0
"I2_d01_@75,76",75,1,0,0,1,0,1,1,1,1
"I2_d01_@75,76",76,1,0,1,0,0,0,1,0,0
"I2_d01_@75,76",77,1,0,0,1,0,1,0,0,0
"I2_d01_@75,76",78,1,0,0,1,0,1,0,0,0
"I2_d01_@75,76",79,1,0,0,1,0,1,0,0,0
"I2_d01_@75,76",80,1,0,0,1,0,1,0,0,0
"I2_d01_@75,76",81,1,0,0,1,0,1,0,0,0
"I2_d01_@75,76",82,1,0,0,1,0,1,0,0,0
"I2_d01_@75,76",83,1,0,0,1,0,1,0,0,0
"I2_d01_@75,76",84,1,0,0,1,0,1,0,0,0
"I2_d01_@75,76",85,1,0,0,1,0,1,0,0,0
"I2_d01_@75,76",86,1,0,0,1,0,1,0,0,0
"I2_d01_@75,76",87,1,0,1,0,0,1,0,0,0
"I2_d01_@75,76",88,1,0,0,1,0,1,0,0,0
"I2_d01_@75,76",89,1,0,0,1,0,1,0,0,0
"I2_d01_@75,76",90,1,0,0,1,0,1,0,0,0
"I2_d01_@75,76",91,1,0,0,1,0,1,0,0,0
"I2_d01_@75,76",92,1,0,0,1,0,1,0,0,0
"I2_d01_@75,76",93,1,0,0,1,0,1,0,0,0
"I2_d01_@75,76",94,1,0,0,1,0,1,0,0,0
"I2_d01_@75,76",95,1,0,0,1,0,1,0,0,0
"I2_d01_@75,76",96,1,0,0,1,0,1,0,0,0
"I2_d01_@75,76",97,1,0,0,1,0,1,0,0,0
"I2_d01_@75,76",98,1,0,1,0,0,1,0,0,0
"I2_d01_@75,76",99,1,0,0,1,0,1,0,0,0
"I2_d01_@75,76",100,1,0,0,1,0,1,0,0,0
"I2_d01_@75,76",101,1,0,0,1,0,1,0,0,0
"I2_d01_@75,76",102,1,0,0,1,0,1,0,0,0
"I2_d01_@75,76",103,1,0,0,1,0,1,0,0,0
"I2_d01_@75,76",104,1,0,0,1,0,1,0,0,0
"I2_d01_@75,76",105,1,0,0,1,0,1,0,0,0
"I2_d01_@75,76",106,1,0,0,1,0,1,0,0,0
"I2_d01_@75,76",107,1,0,0,1,0,1,0,0,0
"I2_d01_@75,76",108,1,0,0,1,0,1,0,0,0
"I2_d01_@75,76",109,1,0,1,0,0,1,0,0,0
"I2_d01_@75,76",110,1,0,0,1,0,1,0,0,0
"I2_d01_@75,76",111,1,0,0,1,0,1,0,0,0
"I2_d01_@75,76",112,1,0,0,1,0,1,0,0,0
"I2_d01_@75,76",113,1,0,0,1,0,1,0,0,0
"I2_d01_@75,76",114,1,0,0,1,0,1,0,0,0
"I2_d01_@75,76",115,1,0,0,1,0,1,0,0,0
"I2_d01_@75,76",116,1,0,0,1,0,1,0,0,0
"I2_d01_@75,76",117,1,0,0,1,0,1,0,0,0
"I2_d01_@75,76",118,1,0,0,1,0,1,0,0,0
"I2_d01_@75,76",119,1,0,0,1,0,1,0,0,0
"I2_d01_@75,76",120,1,0,1,0,0,1,0,0,0
"I2_d02_@75,77",0,1,0,0,1,0,1,0,0,0
"I2_d02_@75,77",1,1,0,0,1,0,1,0,0,0
"I2_d02_@75,77",2,1,0,0,1,0,1,0,0,0
"I2_d02_@75,77",3,1,0,0,1,0,1,0,0,0
"I2_d02_@75,77",4,1,0,0,1,0,1,0,0,0
"I2_d02_@75,77",5,1,0,0,1,0,1,0,0,0
"I2_d02_@75,77",6,1,0,0,1,0,1,0,0,0
"I2_d02_@75,77",7,1,0,0,1,0,1,0,0,0
"I2_d02_@75,77",8,1,0,0,1,0,1,0,0,0
"I2_d02_@75,77",9,1,0,0,1,0,1,0,0,0
"I2_d02_@75,77",10,1,0,1,0,0,1,0,0,0
"I2_d02_@75,77",11,1,0,0,1,0,1,0,0,0
"I2_d02_@75,77",12,1,0,0,1,0,1,0,0,0
"I2_d02_@75,77",13,1,0,0,1,0,1,0,0,0
"I2_d02_@75,77",14,1,0,0,1,0,1,0,0,0
"I2_d02_@75,77",15,1,0,0,1,0,1,0,0,0
"I2_d02_@75,77",16,1,0,0,1,0,1,0,0,0
"I2_d02_@75,77",17,1,0,0,1,0,1,0,0,0
"I2_d02_@75,77",18,1,0,0,1,0,1,0,0,0
"I2_d02_@75,77",19,1,0,0,1,0,1,0,0,0
"I2_d02_@75,77",20,1,0,0,1,0,1,0,0,0
"I2_d02_@75,77",21,1,0,1,0,0,1,0,0,0
"I2_d02_@75,77",22,1,0,0,1,0,1,0,0,0
"I2_d02_@75,77",23,1,0,0,1,0,1,0,0,0
"I2_d02_@75,77",24,1,0,0,1,0,1,0,0,0
"I2_d02_@75,77",25,1,0,0,1,0,1,0,0,0
"I2_d02_@75,77",26,1,0,0,1,0,1,0,0,0
"I2_d02_@75,77",27,1,0,0,1,0,1,0,0,0
"I2_d02_@75,77",28,1,0,0,1,0,1,0,0,0
"I2_d02_@75,77",29,1,0,0,1,0,1,0,0,0
"I2_d02_@75,77",30,1,0,0,1,0,1,0,0,0
"I2_d02_@75,77",31,1,0,0,1,0,1,0,0,0
"I2_d02_@75,77",32,1,0,1,0,0,1,0,0,0
"I2_d02_@75,77",33,1,0,0,1,0,1,0,0,0
"I2_d02_@75,77",34,1,0,0,1,0,1,0,0,0
"I2_d02_@75,77",35,1,0,0,1,0,1,0,0,0
"I2_d02_@75,77",36,1,0,0,1,0,1,0,0,0
"I2_d02_@75,77",37,1,0,0,1,0,1,0,0,0
"I2_d02_@75,77",38,1,0,0,1,0,1,0,0,0
"I2_d02_@75,77",39,1,0,0,1,0,1,0,0,0
"I2_d02_@75,77",40,1,0,0,1,0,1,0,0,0
"I2_d02_@75,77",41,1,0,0,1,0,1,0,0,0
"I2_d02_@75,77",42,1,0,0,1,0,1,0,0,0
"I2_d02_@75,77",43,1,0,1,0,0,1,0,0,0
"I2_d02_@75,77",44,1,0,0,1,0,1,0,0,0
"I2_d02_@75,77",45,1,0,0,1,0,1,0,0,0
"I2_d02_@75,77",46,1,0,0,1,0,1,0,0,0
"I2_d02_@75,77",47,1,0,0,1,0,1,0,0,0
"I2_d02_@75,77",48,1,0,0,1,0,1,0,0,0
"I2_d02_@75,77",49,1,0,0,1,0,1,0,0,0
"I2_d02_@75,77",50,1,0,0,1,0,1,0,0,0
"I2_d02_@75,77",51,1,0,0,1,0,1,0,0,0
"I2_d02_@75,77",52,1,0,0,1,0,1,0,0,0
"I2_d02_@75,77",53,1,0,0,1,0,1,0,0,0
"I2_d02_@75,77",54,1,0,1,0,0,1,0,0,0
"I2_d02_@75,77",55,1,0,0,1,0,1,0,0,0
"I2_d02_@75,77",56,1,0,0,1,0,1,0,0,0
"I2_d02_@75,77",57,1,0,0,1,0,1,0,0,0
"I2_d02_@75,77",58,1,0,0,1,0,1,0,0,0
"I2_d02_@75,77",59,1,0,0,1,0,1,0,0,0
"I2_d02_@75,77",60,1,0,0,1,0,1,0,0,0
"I2_d02_@75,77",61,1,0,0,1,0,1,0,0,0
"I2_d02_@75,77",62,1,0,0,1,0,1,0,0,0
"I2_d02_@75,77",63,1,0,0,1,0,1,0,0,0
"I2_d02_@75,77",64,1,0,0,1,0,1,0,0,0
"I2_d02_@75,77",65,1,0,1,0,0,1,0,0,0
"I2_d02_@75,77",66,1,0,0,1,0,1,0,0,0
"I2_d02_@75,77",67,1,0,0,1,0,1,0,0,0
"I2_d02_@75,77",68,1,0,0,1,0,1,0,0,0
"I2_d02_@75,77",69,1,0,0,1,0,1,0,0,0
"I2_d02_@75,77",70,1,0,0,1,0,1,0,0,0
"I2_d02_@75,77",71,1,0,0,1,0,1,0,0,0
"I2_d02_@75,77",72,1,0,0,1,0,1,0,0,0
"I2_d02_@75,77",73,1,0,0,1,0,1,0,0,0
"I2_d02_@75,77",74,1,0,0,1,0,1,0,0,0
"I2_d02_@75,77",75,1,0,0,1,0,1,1,1,1
"I2_d02_@75,77",76,1,0,1,0,0,1,1,1,0
"I2_d02_@75,77",77,1,0,0,1,0,1,1,1,1
"I2_d02_@75,77",78,1,0,0,1,0,1,1,1,1
"I2_d02_@75,77",79,1,0,0,1,0,1,1,1,1
"I2_d02_@75,77",80,1,0,0,1,0,1,1,1,1
"I2_d02_@75,77",81,1,0,0,1,0,1,1,1,1
"I2_d02_@75,77",82,1,0,0,1,0,1,1,1,1
"I2_d02_@75,77",83,1,0,0,1,0,1,1,1,1
"I2_d02_@75,77",84,1,0,0,1,0,1,1,1,1
"I2_d02_@75,77",85,1,0,0,1,0,1,1,1,1
"I2_d02_@75,77",86,1,0,0,1,0,1,1,1,1
"I2_d02_@75,77",87,1,0,1,0,0,1,1,1,0
"I2_d02_@75,77",88,1,0,0,1,0,1,0,0,0
"I2_d02_@75,77",89,1,0,0,1,0,1,0,0,0
"I2_d02_@75,77",90,1,0,0,1,0,1,0,0,0
"I2_d02_@75,77",91,1,0,0,1,0,1,0,0,0
"I2_d02_@75,77",92,1,0,0,1,0,1,0,0,0
"I2_d02_@75,77",93,1,0,0,1,0,1,0,0,0
"I2_d02_@75,77",94,1,0,0,1,0,1,0,0,0
"I2_d02_@75,77",95,1,0,0,1,0,1,0,0,0
"I2_d02_@75,77",96,1,0,0,1,0,1,0,0,0
"I2_d02_@75,77",97,1,0,0,1,0,1,0,0,0
"I2_d02_@75,77",98,1,0,1,0,0,1,0,0,0
"I2_d02_@75,77",99,1,0,0,1,0,1,0,0,0
"I2_d02_@75,77",100,1,0,0,1,0,1,0,0,0
"I2_d02_@75,77",101,1,0,0,1,0,1,0,0,0
"I2_d02_@75,77",102,1,0,0,1,0,1,0,0,0
"I2_d02_@75,77",103,1,0,0,1,0,1,0,0,0
"I2_d02_@75,77",104,1,0,0,1,0,1,0,0,0
"I2_d02_@75,77",105,1,0,0,1,0,1,0,0,0
"I2_d02_@75,77",106,1,0,0,1,0,1,0,0,0
"I2_d02_@75,77",107,1,0,0,1,0,1,0,0,0
"I2_d02_@75,77",108,1,0,0,1,0,1,0,0,0
"I2_d02_@75,77",109,1,0,1,0,0,1,0,0,0
"I2_d02_@75,77",110,1,0,0,1,0,1,0,0,0
"I2_d02_@75,77",111,1,0,0,1,0,1,0,0,0
"I2_d02_@75,77",112,1,0,0,1,0,1,0,0,0
"I2_d02_@75,77",113,1,0,0,1,0,1,0,0,0
"I2_d02_@75,77",114,1,0,0,1,0,1,0,0,0
"I2_d02_@75,77",115,1,0,0,1,0,1,0,0,0
"I2_d02_@75,77",116,1,0,0,1,0,1,0,0,0
"I2_d02_@75,77",117,1,0,0,1,0,1,0,0,0
"I2_d02_@75,77",118,1,0,0,1,0,1,0,0,0
"I2_d02_@75,77",119,1,0,0,1,0,1,0,0,0
"I2_d02_@75,77",120,1,0,1,0,0,1,0,0,0
"I2_d03_@75,78",0,1,0,0,1,0,1,0,0,0
"I2_d03_@75,78",1,1,0,0,1,0,1,0,0,0
"I2_d03_@75,78",2,1,0,0,1,0,1,0,0,0
"I2_d03_@75,78",3,1,0,0,1,0,1,0,0,0
"I2_d03_@75,78",4,1,0,0,1,0,1,0,0,0
"I2_d03_@75,78",5,1,0,0,1,0,1,0,0,0
"I2_d03_@75,78",6,1,0,0,1,0,1,0,0,0
"I2_d03_@75,78",7,1,0,0,1,0,1,0,0,0
"I2_d03_@75,78",8,1,0,0,1,0,1,0,0,0
"I2_d03_@75,78",9,1,0,0,1,0,1,0,0,0
"I2_d03_@75,78",10,1,0,1,0,0,1,0,0,0
"I2_d03_@75,78",11,1,0,0,1,0,1,0,0,0
"I2_d03_@75,78",12,1,0,0,1,0,1,0,0,0
"I2_d03_@75,78",13,1,0,0,1,0,1,0,0,0
"I2_d03_@75,78",14,1,0,0,1,0,1,0,0,0
"I2_d03_@75,78",15,1,0,0,1,0,1,0,0,0
"I2_d03_@75,78",16,1,0,0,1,0,1,0,0,0
"I2_d03_@75,78",17,1,0,0,1,0,1,0,0,0
"I2_d03_@75,78",18,1,0,0,1,0,1,0,0,0
"I2_d03_@75,78",19,1,0,0,1,0,1,0,0,0
"I2_d03_@75,78",20,1,0,0,1,0,1,0,0,0
"I2_d03_@75,78",21,1,0,1,0,0,1,0,0,0
"I2_d03_@75,78",22,1,0,0,1,0,1,0,0,0
"I2_d03_@75,78",23,1,0,0,1,0,1,0,0,0
"I2_d03_@75,78",24,1,0,0,1,0,1,0,0,0
"I2_d03_@75,78",25,1,0,0,1,0,1,0,0,0
"I2_d03_@75,78",26,1,0,0,1,0,1,0,0,0
"I2_d03_@75,78",27,1,0,0,1,0,1,0,0,0
"I2_d03_@75,78",28,1,0,0,1,0,1,0,0,0
"I2_d03_@75,78",29,1,0,0,1,0,1,0,0,0
"I2_d03_@75,78",30,1,0,0,1,0,1,0,0,0
"I2_d03_@75,78",31,1,0,0,1,0,1,0,0,0
"I2_d03_@75,78",32,1,0,1,0,0,1,0,0,0
"I2_d03_@75,78",33,1,0,0,1,0,1,0,0,0
"I2_d03_@75,78",34,1,0,0,1,0,1,0,0,0
"I2_d03_@75,78",35,1,0,0,1,0,1,0,0,0
"I2_d03_@75,78",36,1,0,0,1,0,1,0,0,0
"I2_d03_@75,78",37,1,0,0,1,0,1,0,0,0
"I2_d03_@75,78",38,1,0,0,1,0,1,0,0,0
"I2_d03_@75,78",39,1,0,0,1,0,1,0,0,0
"I2_d03_@75,78",40,1,0,0,1,0,1,0,0,0
"I2_d03_@75,78",41,1,0,0,1,0,1,0,0,0
"I2_d03_@75,78",42,1,0,0,1,0,1,0,0,0
"I2_d03_@75,78",43,1,0,1,0,0,1,0,0,0
"I2_d03_@75,78",44,1,0,0,1,0,1,0,0,0
"I2_d03_@75,78",45,1,0,0,1,0,1,0,0,0
"I2_d03_@75,78",46,1,0,0,1,0,1,0,0,0
"I2_d03_@75,78",47,1,0,0,1,0,1,0,0,0
"I2_d03_@75,78",48,1,0,0,1,0,1,0,0,0
"I2_d03_@75,78",49,1,0,0,1,0,1,0,0,0
"I2_d03_@75,78",50,1,0,0,1,0,1,0,0,0
"I2_d03_@75,78",51,1,0,0,1,0,1,0,0,0
"I2_d03_@75,78",52,1,0,0,1,0,1,0,0,0
"I2_d03_@75,78",53,1,0,0,1,0,1,0,0,0
"I2_d03_@75,78",54,1,0,1,0,0,1,0,0,0
"I2_d03_@75,78",55,1,0,0,1,0,1,0,0,0
"I2_d03_@75,78",56,1,0,0,1,0,1,0,0,0
"I2_d03_@75,78",57,1,0,0,1,0,1,0,0,0
"I2_d03_@75,78",58,1,0,0,1,0,1,0,0,0
"I2_d03_@75,78",59,1,0,0,1,0,1,0,0,0
"I2_d03_@75,78",60,1,0,0,1,0,1,0,0,0
"I2_d03_@75,78",61,1,0,0,1,0,1,0,0,0
"I2_d03_@75,78",62,1,0,0,1,0,1,0,0,0
"I2_d03_@75,78",63,1,0,0,1,0,1,0,0,0
"I2_d03_@75,78",64,1,0,0,1,0,1,0,0,0
"I2_d03_@75,78",65,1,0,1,0,0,1,0,0,0
"I2_d03_@75,78",66,1,0,0,1,0,1,0,0,0
"I2_d03_@75,78",67,1,0,0,1,0,1,0,0,0
"I2_d03_@75,78",68,1,0,0,1,0,1,0,0,0
"I2_d03_@75,78",69,1,0,0,1,0,1,0,0,0
"I2_d03_@75,78",70,1,0,0,1,0,1,0,0,0
"I2_d03_@75,78",71,1,0,0,1,0,1,0,0,0
"I2_d03_@75,78",72,1,0,0,1,0,1,0,0,0
"I2_d03_@75,78",73,1,0,0,1,0,1,0,0,0
"I2_d03_@75,78",74,1,0,0,1,0,1,0,0,0
"I2_d03_@75,78",75,1,0,0,1,0,1,1,1,1
"I2_d03_@75,78",76,1,0,1,0,0,1,1,1,0
"I2_d03_@75,78",77,1,0,0,1,0,1,0,0,0
"I2_d03_@75,78",78,1,0,0,1,0,1,1,1,1
"I2_d03_@75,78",79,1,0,0,1,0,1,1,1,1
"I2_d03_@75,78",80,1,0,0,1,0,1,1,1,1
"I2_d03_@75,78",81,1,0,0,1,0,1,1,1,1
"I2_d03_@75,78",82,1,0,0,1,0,1,1,1,1
"I2_d03_@75,78",83,1,0,0,1,0,1,1,1,1
"I2_d03_@75,78",84,1,0,0,1,0,1,1,1,1
"I2_d03_@75,78",85,1,0,0,1,0,1,1,1,1
"I2_d03_@75,78",86,1,0,0,1,0,1,1,1,1
"I2_d03_@75,78",87,1,0,1,0,0,1,1,1,0
"I2_d03_@75,78",88,1,0,0,1,0,1,0,0,0
"I2_d03_@75,78",89,1,0,0,1,0,1,0,0,0
"I2_d03_@75,78",90,1,0,0,1,0,1,0,0,0
"I2_d03_@75,78",91,1,0,0,1,0,1,0,0,0
"I2_d03_@75,78",92,1,0,0,1,0,1,0,0,0
"I2_d03_@75,78",93,1,0,0,1,0,1,0,0,0
"I2_d03_@75,78",94,1,0,0,1,0,1,0,0,0
"I2_d03_@75,78",95,1,0,0,1,0,1,0,0,0
"I2_d03_@75,78",96,1,0,0,1,0,1,0,0,0
"I2_d03_@75,78",97,1,0,0,1,0,1,0,0,0
"I2_d03_@75,78",98,1,0,1,0,0,1,0,0,0
"I2_d03_@75,78",99,1,0,0,1,0,1,0,0,0
"I2_d03_@75,78",100,1,0,0,1,0,1,0,0,0
"I2_d03_@75,78",101,1,0,0,1,0,1,0,0,0
"I2_d03_@75,78",102,1,0,0,1,0,1,0,0,0
"I2_d03_@75,78",103,1,0,0,1,0,1,0,0,0
"I2_d03_@75,78",104,1,0,0,1,0,1,0,0,0
